630419	75656715511.0000	7853.10000000000	116
5685807	569868000000.000	43705	175
2760385	259491000000.000	87578.3000000000	162
4985382	468340000000.000	33742.2000000000	95
63893	5135811697.00000	1257.83622400000	23
9287289	663657000000.000	188088.700000000	210
67311	4800172134.00000	1175.63313300000	39
8638167	611676000000.000	34916.1000000000	193
5379475	350366000000.000	36177.4000000000	149
441725	28736063987.0000	9588	31
331511512	21060500000000.0	4320532.50000000	212
5831404	354737000000.000	27356.5000000000	55
17441500	1043400000000.00	130315.100000000	140
34007	2024143671.00000	495.742714800000	168
676283	39392373581.0000	9647.77475900000	43
8916864	510568000000.000	59142.4000000000	13
83160871	4697130000000.00	603350.500000000	75
10353442	581248000000.000	33576.1000000000	192
11538604	629661000000.000	85364.1000000000	20
366463	19900371634.0000	1446.60000000000	90
25655289	1361440000000.00	378996.800000000	12
5529543	289224000000.000	36329.9000000000	69
1477469	74882206091.0000	32470.2000000000	16
67571107	3252530000000.00	267154.700000000	70
35997107	1701900000000.00	513555.800000000	170
38007166	1794940000000.00	516873.700000000	37
4360444	202250000000.000	92308.9000000000	106
67081234	3077150000000.00	308650.300000000	211
5090200	231884000000.000	31359.7000000000	143
515332	23151718436.0000	1610.70000000000	123
51836239	2316810000000.00	569681.800000000	105
59438851	2564450000000.00	281286.800000000	97
10697858	458158000000.000	88835.2000000000	54
126261000	5263050000000.00	1014064.70000000	99
2102419	85929701991.0000	12477.3000000000	177
9215100	370625000000.000	58471.8000000000	96
2794885	112289000000.000	11693.8000000000	115
1329522	52438806078.0000	7097.52000000000	64
47365655	1799330000000.00	202705.800000000	182
37899070	1338430000000.00	279223.800000000	159
106585	3731795744.00000	913.971957400000	11
10297081	359942000000.000	38973.5000000000	160
4543399	158802000000.000	71041.5000000000	150
3281557	112410000000.000	27530.7547800000	161
9750149	333162000000.000	44769.3000000000	89
19265250	642230000000.000	68664	164
1900449	62750211280.0000	6928.30000000000	109
5458827	179716000000.000	29035.8000000000	176
144073139	4395490000000.00	1618271	165
1237537	36952175802.0000	6771.80000000000	53
4047680	120176000000.000	15626.9000000000	51
10698599	304017000000.000	51002.2000000000	78
47642	1343349279.00000	231	185
4294396	120658000000.000	9582.70000000000	153
98462	2749066276.00000	598.700000000000	173
84135428	2332600000000.00	407406.200000000	204
33199993	905625000000.000	245139.300000000	120
406471	11065957894.0000	2456	15
18755666	502316000000.000	211896.700000000	101
6934015	175403000000.000	34138.1000000000	32
19300315	481374000000.000	84827.8000000000	42
1518147	37500584991.0000	15420	202
3429086	79931262629.0000	6514.30000000000	213
5123105	111139000000.000	6967.40000000000	49
1266014	27032433141.0000	3720.20000000000	127
45376763	943286000000.000	154535.900000000	9
9379952	190575000000.000	54801.5000000000	19
92664	1838446865.00000	474.600000000000	8
44276	863812000	211.560331400000	206
797202	15515890198.0000	2768.50000000000	86
125998302	2333740000000.00	383131.400000000	129
71475664	1273000000000.00	265478.900000000	197
10999664	194779000000.000	22881.3000000000	58
2072531	35906301631.0000	6796.70000000000	117
1411100000.00000	24284200000000.0	10944686.2000000	43
28490453	483147000000.000	72509	216
6250438	105996000000.000	63655	205
25867467	438666000000.000	52437.2000000000	104
11300698	191640000000.000	24327.8000000000	52
32284046	547480000000.000	9960.10000000000	220
10606227	179863000000.000	1742.70000000000	189
301920	5120025389.00000	1253.96992400000	72
272460	4620436266.00000	1131.61316100000	142
3555868	60301187202.0000	706.400000000000	63
169231	2869856308.00000	702.870244600000	82
77700	1317653593.00000	448.884399000000	5
